complessivo;padre;elemento;catagoria;desc_1;desc_2;desc_3;qty_db;qty;um;sfrido;lev;cod_cli_complessivo;cod_cli_padre;cod_cli_elemento;CFGLIN_0;STATISTICO 1;STATISTICO 2;11111111111111111;Non assegnata;Lunghezza1      DY1 (mm);Lunghezza2      DY2 (mm);Larghezza1       DX1 (mm);Larghezza2       DX2 (mm);Altezza1         DZ1 (mm);Altezza2         DZ2 (mm);Diametro           Ø (mm);Diametro max  Ø (mm);Diametro min   Ø (mm) ;Spessore1       THK1 (mm);Spessore2       THK2 (mm);Percentuale fori  FOR (%);Percentuale mandorle;Formato;Superficie (mq);Sezione
"M00008892";"M00007618";"M00000508";"MPL01";"lamiere in alluminio";"lega P-Al-MG 2.5";"spessore 12/10";"8,1";"8,1";"KG";30;2;"5803203791";"5802451915";"MM-LA03-0008";"LAMPI";"Alluminio";"Lega P-Al-MG 2.5";0;" ";3000;0;1500;0;0;0;0;0;0;1.2;0;0;0;" ";0;0
"M00008892";"M00007631";"M00000507";"MPL01";"lamiere in alluminio";"lega 5754 H111";"spessore 12/10";"8,4";"8,4";"KG";30;2;"5803203791";"5802451912";"MM-LA02-0014";"LAMPI";"Alluminio";"Lega 5754 H111";0;" ";3000;0;1500;0;0;0;0;0;0;1.2;0;0;0;" ";0;0
"M00008889";"M00007631";"M00000507";"MPL01";"lamiere in alluminio";"lega 5754 H111";"spessore 12/10";"8,4";"8,4";"KG";30;2;"5803201952";"5802451912";"MM-LA02-0014";"LAMPI";"Alluminio";"Lega 5754 H111";0;" ";3000;0;1500;0;0;0;0;0;0;1.2;0;0;0;" ";0;0
"M00008796";"M00007631";"M00000507";"MPL01";"lamiere in alluminio";"lega 5754 H111";"spessore 12/10";"8,4";"8,4";"KG";30;2;"5803203790";"5802451912";"MM-LA02-0014";"LAMPI";"Alluminio";"Lega 5754 H111";0;" ";3000;0;1500;0;0;0;0;0;0;1.2;0;0;0;" ";0;0
"M00008365";"M00007631";"M00000507";"MPL01";"lamiere in alluminio";"lega 5754 H111";"spessore 12/10";"8,4";"8,4";"KG";30;2;"5803200772";"5802451912";"MM-LA02-0014";"LAMPI";"Alluminio";"Lega 5754 H111";0;" ";3000;0;1500;0;0;0;0;0;0;1.2;0;0;0;" ";0;0
"M00008892";"M00007632";"M00000507";"MPL01";"lamiere in alluminio";"lega 5754 H111";"spessore 12/10";"5,4";"5,4";"KG";30;2;"5803203791";"5802451914";"MM-LA02-0014";"LAMPI";"Alluminio";"Lega 5754 H111";0;" ";3000;0;1500;0;0;0;0;0;0;1.2;0;0;0;" ";0;0
"M00008889";"M00007632";"M00000507";"MPL01";"lamiere in alluminio";"lega 5754 H111";"spessore 12/10";"5,4";"5,4";"KG";30;2;"5803201952";"5802451914";"MM-LA02-0014";"LAMPI";"Alluminio";"Lega 5754 H111";0;" ";3000;0;1500;0;0;0;0;0;0;1.2;0;0;0;" ";0;0
"M00008365";"M00007632";"M00000507";"MPL01";"lamiere in alluminio";"lega 5754 H111";"spessore 12/10";"5,4";"5,4";"KG";30;2;"5803200772";"5802451914";"MM-LA02-0014";"LAMPI";"Alluminio";"Lega 5754 H111";0;" ";3000;0;1500;0;0;0;0;0;0;1.2;0;0;0;" ";0;0
"M00008796";"M00007632";"M00000507";"MPL01";"lamiere in alluminio";"lega 5754 H111";"spessore 12/10";"5,4";"5,4";"KG";30;2;"5803203790";"5802451914";"MM-LA02-0014";"LAMPI";"Alluminio";"Lega 5754 H111";0;" ";3000;0;1500;0;0;0;0;0;0;1.2;0;0;0;" ";0;0
"M00008893";"M00007944";"M00000034";"MPL01";"rettangolari acciaio zincato";"lega E320 CR2 GZF 110 RA";"mm 40 x 20 sp 20/10";"3,63";"7,26";"MT";5;2;"5803244643";"5802472811";"MM-RZ02-0004";"TBSTR";"Acciaio zincato";"Lega E320 CR2 GZF 110 RA";0;" ";6000;0;20;0;40;0;0;0;0;2;0;0;0;0;0;0
"M00008893";"M00007958";"M00007387";"MPL01";"lamiere in acciaio zincato";"lega H340 ";"3000x1500 sp. 12/10";"4,57";"4,57";"KG";30;2;"5803244643";"5802456508";"MM-LZ16-0002";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007958";"M00008228";"MPL01";"lamiere in acciaio zincato";"lega HX340LAD";"3000 x 1500 sp.12/10";"4,57";"4,57";"KG";30;2;"5803244643";"5802456508";"MM-LZ19-0001";"LAMPI";"Acciaio zincato";"Lega HSLA 340+ZF110A";0;" ";3000;0;1500;0;0;0;0;0;0;3;0;0;0;" ";0;0
"M00008893";"M00007959";"M00000431";"MPL01";"lamiere in acciaio zincato";"lega H320LAD+ZF110RB";"spessore 15/10";"0,71";"2,13";"KG";30;2;"5803244643";"5802472808";"MM-LZ04-0002";"LAMPI";"Acciaio zincato";"Lega H320LAD+ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;1.5;0;0;0;" ";0;0
"M00008893";"M00007960";"M00000296";"MPL01";"rettangolari acciaio zincato";"lega E320 + CR2";"mm 60 x 40 sp 20/10";"0,875";"2,625";"MT";5;2;"5803244643";"5802472809";"MM-RZ02-0015";"TBSTR";"Acciaio al carbonio";"Lega E320 + CR2";0;" ";6000;0;40;0;60;0;0;0;0;2;0;0;0;0;0;0
"M00008893";"M00007961";"M00000431";"MPL01";"lamiere in acciaio zincato";"lega H320LAD+ZF110RB";"spessore 15/10";"0,72";"6,48";"KG";30;2;"5803244643";"5801427011";"MM-LZ04-0002";"LAMPI";"Acciaio zincato";"Lega H320LAD+ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;1.5;0;0;0;" ";0;0
"M00008893";"M00007962";"M00000431";"MPL01";"lamiere in acciaio zincato";"lega H320LAD+ZF110RB";"spessore 15/10";"0,91";"1,82";"KG";30;2;"5803244643";"5802456503";"MM-LZ04-0002";"LAMPI";"Acciaio zincato";"Lega H320LAD+ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;1.5;0;0;0;" ";0;0
"M00008893";"M00007963";"M00000351";"MPL01";"lamiere in acciaio zincato";"lega DC04 + ZF110RB";"spessore 15/10";"0,6";"1,2";"KG";30;2;"5803244643";"5802456513";"MM-LZ02-0002";"LAMPI";"Acciaio zincato";"Lega DC04 + ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;1.5;0;0;0;" ";0;0
"M00008893";"M00007964";"M00007431";"SLL01";"support";" ";" ";"9";"18";"PZ";0;2;"5803244643";"5802472795";"5801476556";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007964";"M00007975";"SLL01";"profile";" ";" ";"2";"4";"PZ";0;2;"5803244643";"5802472795";"5802456512";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007965";"M00007343";"MNR01";"perno testa esagonale zincato ";"bianco M12x30";" ";"2";"2";"PZ";0;2;"5803244643";"5802472801";"PC-PR02-0029";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007965";"M00007468";"CPL01";"boccola";" ";" ";"2";"2";"PZ";0;2;"5803244643";"5802472801";"5801940750";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007965";"M00007976";"SLL01";"profile";" ";" ";"1";"1";"PZ";0;2;"5803244643";"5802472801";"5802472810";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007966";"M00007343";"MNR01";"perno testa esagonale zincato ";"bianco M12x30";" ";"2";"2";"PZ";0;2;"5803244643";"5802472802";"PC-PR02-0029";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007966";"M00007468";"CPL01";"boccola";" ";" ";"2";"2";"PZ";0;2;"5803244643";"5802472802";"5801940750";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007966";"M00007976";"SLL01";"profile";" ";" ";"1";"1";"PZ";0;2;"5803244643";"5802472802";"5802472810";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007966";"M00007977";"SLL01";"holder";" ";" ";"1";"1";"PZ";0;2;"5803244643";"5802472802";"5802472815";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007967";"M00007478";"CPL01";"PIPE";" ";" ";"1";"1";"PZ";0;2;"5803244643";"5802814098";"5801913771";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007967";"M00007978";"SLL01";"sheet metal";" ";" ";"1";"1";"PZ";0;2;"5803244643";"5802814098";"5802814101";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007968";"M00007481";"CPL01";"PIPE";" ";" ";"1";"1";"PZ";0;2;"5803244643";"5802814102";"5802212041";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007968";"M00007979";"SLL01";"assembly";" ";" ";"1";"1";"PZ";0;2;"5803244643";"5802814102";"5802814103";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007969";"M00007980";"SLL01";"support";" ";" ";"1";"1";"PZ";0;2;"5803244643";"5802445261";"5802472794";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007969";"M00007981";"SLL01";"support";" ";" ";"1";"1";"PZ";0;2;"5803244643";"5802445261";"5802481689";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007971";"M00005031";"SLL01";"base posteriore";" ";" ";"1";"1";"PZ";0;2;"5803244643";"5802810628";"5801945841";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007971";"M00007991";"SLL01";"assembly";" ";" ";"1";"1";"PZ";0;2;"5803244643";"5802810628";"5802810633";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007971";"M00007992";"SLL01";"assembly";" ";" ";"2";"2";"PZ";0;2;"5803244643";"5802810628";"5802810640";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007972";"M00007470";"SLL01";"holder";" ";" ";"1";"1";"PZ";0;2;"5803244643";"5802472800";"5802217432";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007972";"M00007960";"SLL01";"profilato inferiore ";" ";" ";"1";"1";"PZ";0;2;"5803244643";"5802472800";"5802472809";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007973";"M00007980";"SLL01";"support";" ";" ";"1";"1";"PZ";0;2;"5803244643";"5802445262";"5802472794";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007973";"M00007981";"SLL01";"support";" ";" ";"1";"1";"PZ";0;2;"5803244643";"5802445262";"5802481689";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007974";"M00007490";"SLL01";"sheet metal";" ";" ";"1";"1";"PZ";0;2;"5803244643";"5802481690";"5801936372";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007974";"M00007996";"SLL01";"sidemember";" ";" ";"2";"2";"PZ";0;2;"5803244643";"5802481690";"5802456514";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008010";"M00007387";"MPL01";"lamiere in acciaio zincato";"lega H340 ";"3000x1500 sp. 12/10";"3,05";"3,05";"KG";30;2;"5803200772";"5802493347";"MM-LZ16-0002";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008796";"M00008010";"M00007387";"MPL01";"lamiere in acciaio zincato";"lega H340 ";"3000x1500 sp. 12/10";"3,05";"3,05";"KG";30;2;"5803203790";"5802493347";"MM-LZ16-0002";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008010";"M00008228";"MPL01";"lamiere in acciaio zincato";"lega HX340LAD";"3000 x 1500 sp.12/10";"3,05";"3,05";"KG";30;2;"5803200772";"5802493347";"MM-LZ19-0001";"LAMPI";"Acciaio zincato";"Lega HSLA 340+ZF110A";0;" ";3000;0;1500;0;0;0;0;0;0;3;0;0;0;" ";0;0
"M00008796";"M00008010";"M00008228";"MPL01";"lamiere in acciaio zincato";"lega HX340LAD";"3000 x 1500 sp.12/10";"3,05";"3,05";"KG";30;2;"5803203790";"5802493347";"MM-LZ19-0001";"LAMPI";"Acciaio zincato";"Lega HSLA 340+ZF110A";0;" ";3000;0;1500;0;0;0;0;0;0;3;0;0;0;" ";0;0
"M00008796";"M00008014";"M00008016";"SLL01";"elemento roof";" ";" ";"1";"1";"PZ";0;2;"5803203790";"5802853747";"5802853748";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008796";"M00008014";"M00008017";"SLL01";"elemento roof";" ";" ";"1";"1";"PZ";0;2;"5803203790";"5802853747";"5802853749";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008796";"M00008015";"M00008018";"SLL01";"elemento roof";" ";" ";"1";"1";"PZ";0;2;"5803203790";"5802853744";"5802853746";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008796";"M00008015";"M00008019";"SLL01";"elemento roof";" ";" ";"1";"1";"PZ";0;2;"5803203790";"5802853744";"5802853745";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008234";"M00007249";"MPL01";"tubolare acciaio zincato";"lega E320 CR2 GZF 110 RA";"30x30 sp.1,5 mm";"1,475";"1,475";"MT";5;2;"5803244642";"5803279875";"MM-RZ02-0016";"TBSTQ";"Acciaio zincato";"Lega E320 CR2 GZF 110 RA";0;" ";6000;0;30;0;0;0;0;0;0;1.5;0;0;0;0;0;0
"M00008893";"M00008234";"M00007249";"MPL01";"tubolare acciaio zincato";"lega E320 CR2 GZF 110 RA";"30x30 sp.1,5 mm";"1,475";"1,475";"MT";5;2;"5803244643";"5803279875";"MM-RZ02-0016";"TBSTQ";"Acciaio zincato";"Lega E320 CR2 GZF 110 RA";0;" ";6000;0;30;0;0;0;0;0;0;1.5;0;0;0;0;0;0
"M00008334";"M00008335";"M00008336";"SLL01";"sidemember dx";" ";" ";"1";"1";"PZ";0;2;"5803244642";"5803221592";"5803060835";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00008335";"M00008336";"SLL01";"sidemember dx";" ";" ";"1";"1";"PZ";0;2;"5803244643";"5803221592";"5803060835";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00008335";"M00008339";"SLL01";"sidemember sx";" ";" ";"1";"1";"PZ";0;2;"5803244643";"5803221592";"5803060836";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008335";"M00008339";"SLL01";"sidemember sx";" ";" ";"1";"1";"PZ";0;2;"5803244642";"5803221592";"5803060836";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00008335";"M00008341";"SLL01";"profile";" ";" ";"1";"1";"PZ";0;2;"5803244643";"5803221592";"5803236321";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008335";"M00008341";"SLL01";"profile";" ";" ";"1";"1";"PZ";0;2;"5803244642";"5803221592";"5803236321";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00008335";"M00008342";"CPL01";"boccola";" ";" ";"3";"3";"PZ";0;2;"5803244643";"5803221592";"5802955905";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008335";"M00008342";"CPL01";"boccola";" ";" ";"3";"3";"PZ";0;2;"5803244642";"5803221592";"5802955905";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008343";"M00005021";"SLL01";"ROOF";" ";" ";"2";"2";"PZ";0;2;"5803244642";"5803226570";"5802731953";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00008343";"M00005021";"SLL01";"ROOF";" ";" ";"2";"2";"PZ";0;2;"5803244643";"5803226570";"5802731953";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008343";"M00005023";"SLL01";"ROOF";" ";" ";"2";"2";"PZ";0;2;"5803244642";"5803226570";"5802732081";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00008343";"M00005023";"SLL01";"ROOF";" ";" ";"2";"2";"PZ";0;2;"5803244643";"5803226570";"5802732081";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008343";"M00007406";"SLL01";"profilo calandrato";" ";" ";"1";"1";"PZ";0;2;"5803244642";"5803226570";"5802731952";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00008343";"M00007406";"SLL01";"profilo calandrato";" ";" ";"1";"1";"PZ";0;2;"5803244643";"5803226570";"5802731952";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008345";"M00005031";"SLL01";"base posteriore";" ";" ";"1";"1";"PZ";0;2;"5803244642";"5803212111";"5801945841";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008345";"M00007417";"CPL01";"omega";" ";" ";"4";"4";"PZ";0;2;"5803244642";"5803212111";"5010350035";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008345";"M00008232";"SLL01";"holder";" ";" ";"1";"1";"PZ";0;2;"5803244642";"5803212111";"5803302315";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008345";"M00008346";"SLL01";"traversa";" ";" ";"1";"1";"PZ";0;2;"5803244642";"5803212111";"5803212186";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00008347";"M00007431";"SLL01";"support";" ";" ";"9";"18";"PZ";0;2;"5803244643";"5803248537";"5801476556";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008347";"M00007431";"SLL01";"support";" ";" ";"9";"18";"PZ";0;2;"5803244642";"5803248537";"5801476556";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008347";"M00008348";"SLL01";"profile sheet metal";" ";" ";"2";"4";"PZ";0;2;"5803244642";"5803248537";"5803248541";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00008347";"M00008348";"SLL01";"profile sheet metal";" ";" ";"2";"4";"PZ";0;2;"5803244643";"5803248537";"5803248541";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008349";"M00007411";"SLL01";"supporto";" ";" ";"2";"2";"PZ";0;2;"5803244642";"5803250374";"5802763495";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008349";"M00007954";"SLL01";"sidemember";" ";" ";"2";"2";"PZ";0;2;"5803244642";"5803250374";"5802957505";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008349";"M00008350";"SLL01";"profile";" ";" ";"1";"1";"PZ";0;2;"5803244642";"5803250374";"5803250371";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008351";"M00003923";"SLL01";"lamiera";" ";" ";"6";"6";"NR";0;2;"5803244642";"5803250328";"9335532";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008351";"M00007490";"SLL01";"sheet metal";" ";" ";"1";"1";"PZ";0;2;"5803244642";"5803250328";"5801936372";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008351";"M00007491";"SLL01";"sheet metal assembly";" ";" ";"1";"1";"PZ";0;2;"5803244642";"5803250328";"5802082152";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008353";"M00000431";"MPL01";"lamiere in acciaio zincato";"lega H320LAD+ZF110RB";"spessore 15/10";"0,485";"3,395";"KG";30;2;"5803244642";"5802955908";"MM-LZ04-0002";"LAMPI";"Acciaio zincato";"Lega H320LAD+ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;1.5;0;0;0;" ";0;0
"M00008893";"M00008353";"M00000431";"MPL01";"lamiere in acciaio zincato";"lega H320LAD+ZF110RB";"spessore 15/10";"0,485";"3,395";"KG";30;2;"5803244643";"5802955908";"MM-LZ04-0002";"LAMPI";"Acciaio zincato";"Lega H320LAD+ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;1.5;0;0;0;" ";0;0
"M00008889";"M00008444";"M00008336";"SLL01";"sidemember dx";" ";" ";"1";"1";"PZ";0;2;"5803201952";"5803185106";"5803060835";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008444";"M00008336";"SLL01";"sidemember dx";" ";" ";"1";"1";"PZ";0;2;"5803200772";"5803185106";"5803060835";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008444";"M00008339";"SLL01";"sidemember sx";" ";" ";"1";"1";"PZ";0;2;"5803200772";"5803185106";"5803060836";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008889";"M00008444";"M00008339";"SLL01";"sidemember sx";" ";" ";"1";"1";"PZ";0;2;"5803201952";"5803185106";"5803060836";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008889";"M00008444";"M00008342";"CPL01";"boccola";" ";" ";"3";"3";"PZ";0;2;"5803201952";"5803185106";"5802955905";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008444";"M00008342";"CPL01";"boccola";" ";" ";"3";"3";"PZ";0;2;"5803200772";"5803185106";"5802955905";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008444";"M00008445";"SLL01";"profile";" ";" ";"1";"1";"PZ";0;2;"5803200772";"5803185106";"5802731960";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008889";"M00008444";"M00008445";"SLL01";"profile";" ";" ";"1";"1";"PZ";0;2;"5803201952";"5803185106";"5802731960";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008444";"M00008446";"SLL01";"staffa";" ";" ";"1";"1";"PZ";0;2;"5803200772";"5803185106";"5802794789";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008889";"M00008444";"M00008446";"SLL01";"staffa";" ";" ";"1";"1";"PZ";0;2;"5803201952";"5803185106";"5802794789";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008444";"M00008447";"SLL01";"staffa";" ";" ";"1";"1";"PZ";0;2;"5803200772";"5803185106";"5802794790";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008889";"M00008444";"M00008447";"SLL01";"staffa";" ";" ";"1";"1";"PZ";0;2;"5803201952";"5803185106";"5802794790";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008889";"M00008444";"M00008448";"SLL01";"piastra";" ";" ";"1";"1";"PZ";0;2;"5803201952";"5803185106";"5802732695";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008444";"M00008448";"SLL01";"piastra";" ";" ";"1";"1";"PZ";0;2;"5803200772";"5803185106";"5802732695";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008444";"M00008449";"SLL01";"piastra";" ";" ";"1";"1";"PZ";0;2;"5803200772";"5803185106";"5802732709";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008889";"M00008444";"M00008449";"SLL01";"piastra";" ";" ";"1";"1";"PZ";0;2;"5803201952";"5803185106";"5802732709";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008494";"M00000431";"MPL01";"lamiere in acciaio zincato";"lega H320LAD+ZF110RB";"spessore 15/10";"3,6";"3,6";"KG";5;2;"5803200772";"5803200790";"MM-LZ04-0002";"LAMPI";"Acciaio zincato";"Lega H320LAD+ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;1.5;0;0;0;" ";0;0
"M00008892";"M00008494";"M00000431";"MPL01";"lamiere in acciaio zincato";"lega H320LAD+ZF110RB";"spessore 15/10";"3,6";"3,6";"KG";5;2;"5803203791";"5803200790";"MM-LZ04-0002";"LAMPI";"Acciaio zincato";"Lega H320LAD+ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;1.5;0;0;0;" ";0;0
"M00008796";"M00008494";"M00000431";"MPL01";"lamiere in acciaio zincato";"lega H320LAD+ZF110RB";"spessore 15/10";"3,6";"3,6";"KG";5;2;"5803203790";"5803200790";"MM-LZ04-0002";"LAMPI";"Acciaio zincato";"Lega H320LAD+ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;1.5;0;0;0;" ";0;0
"M00008889";"M00008494";"M00000431";"MPL01";"lamiere in acciaio zincato";"lega H320LAD+ZF110RB";"spessore 15/10";"3,6";"3,6";"KG";5;2;"5803201952";"5803200790";"MM-LZ04-0002";"LAMPI";"Acciaio zincato";"Lega H320LAD+ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;1.5;0;0;0;" ";0;0
"M00008365";"M00008554";"M00000432";"MPL01";"lamiere in acciaio zincato";"lega H320LAD+ZF110RB";"spessore 20/10";"0,03";"0,06";"KG";30;2;"5803200772";"5802387377";"MM-LZ04-0003";"LAMPI";"Acciaio zincato";"Lega H320LAD+ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;2;0;0;0;" ";0;0
"M00008889";"M00008554";"M00000432";"MPL01";"lamiere in acciaio zincato";"lega H320LAD+ZF110RB";"spessore 20/10";"0,03";"0,06";"KG";30;2;"5803201952";"5802387377";"MM-LZ04-0003";"LAMPI";"Acciaio zincato";"Lega H320LAD+ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;2;0;0;0;" ";0;0
"M00008893";"M00008865";"M00003923";"SLL01";"lamiera";" ";" ";"6";"6";"NR";0;2;"5803244643";"5803244870";"9335532";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00008865";"M00007491";"SLL01";"sheet metal assembly";" ";" ";"1";"1";"PZ";0;2;"5803244643";"5803244870";"5802082152";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
